,index,Lat,Lon,Temp
764,34,-2.9,-60.56,300.91098
765,35,-2.5,-55.0,301.486
766,36,-2.9,-60.56,300.913
767,37,-2.5,-55.0,302.013
768,38,-2.9,-60.56,300.341
769,39,-2.5,-55.0,301.684
770,40,-2.9,-60.56,299.82098
771,41,-2.5,-55.0,301.621
772,42,-2.9,-60.56,299.926
773,43,-2.5,-55.0,301.723
774,44,-2.9,-60.56,299.604
775,45,-2.5,-55.0,301.512
776,46,-2.9,-60.56,299.61
777,47,-2.5,-55.0,301.625
778,48,-2.9,-60.56,299.611
779,49,-2.5,-55.0,301.994
780,50,-2.9,-60.56,299.272
781,51,-2.5,-55.0,301.702
782,52,-2.9,-60.56,299.276
783,53,-2.5,-55.0,301.647
784,54,-2.9,-60.56,299.293
785,55,-2.5,-55.0,301.64398
786,56,-2.9,-60.56,299.918
787,57,-2.5,-55.0,301.565
788,58,-2.9,-60.56,300.16
789,59,-2.5,-55.0,301.275
790,60,-2.9,-60.56,300.042
791,61,-2.5,-55.0,301.319
792,0,-2.9,-60.56,299.896
793,1,-2.5,-55.0,301.324
794,2,-2.9,-60.56,299.751
795,3,-2.5,-55.0,301.259
796,4,-2.9,-60.56,299.854
797,5,-2.5,-55.0,301.807
798,6,-2.9,-60.56,300.33
799,7,-2.5,-55.0,301.949
800,8,-2.9,-60.56,300.281
801,9,-2.5,-55.0,301.916
802,10,-2.9,-60.56,300.197
803,11,-2.5,-55.0,302.031
804,12,-2.9,-60.56,300.25198
805,13,-2.5,-55.0,301.82098
806,14,-2.9,-60.56,300.76898
807,15,-2.5,-55.0,301.594
808,16,-2.9,-60.56,300.277
809,17,-2.5,-55.0,301.33
810,18,-2.9,-60.56,300.326
811,19,-2.5,-55.0,301.21
812,20,-2.9,-60.56,299.47
813,21,-2.5,-55.0,301.626
814,22,-2.9,-60.56,300.875
815,23,-2.5,-55.0,300.987
816,24,-2.9,-60.56,301.01898
817,25,-2.5,-55.0,301.228
818,26,-2.9,-60.56,300.972
819,27,-2.5,-55.0,301.34198
820,28,-2.9,-60.56,300.336
821,29,-2.5,-55.0,299.93298
822,30,-2.9,-60.56,300.291
823,31,-2.5,-55.0,300.504
824,32,-2.9,-60.56,300.244
825,33,-2.5,-55.0,300.46
826,34,-2.9,-60.56,299.936
827,35,-2.5,-55.0,300.593
828,36,-2.9,-60.56,299.788
829,37,-2.5,-55.0,300.634
830,38,-2.9,-60.56,299.188
831,39,-2.5,-55.0,300.238
832,40,-2.9,-60.56,298.387
833,41,-2.5,-55.0,299.344
834,42,-2.9,-60.56,298.58
835,43,-2.5,-55.0,300.643
836,44,-2.9,-60.56,298.31
837,45,-2.5,-55.0,300.166
838,46,-2.9,-60.56,298.904
839,47,-2.5,-55.0,300.491
840,48,-2.9,-60.56,299.26498
841,49,-2.5,-55.0,300.604
842,50,-2.9,-60.56,299.317
843,51,-2.5,-55.0,300.306
844,52,-2.9,-60.56,299.244
845,53,-2.5,-55.0,301.31598
846,54,-2.9,-60.56,299.124
847,55,-2.5,-55.0,301.425
848,56,-2.9,-60.56,299.06198
849,57,-2.5,-55.0,301.19598
850,0,-2.9,-60.56,299.223
851,1,-2.5,-55.0,301.108
852,2,-2.9,-60.56,299.259
853,3,-2.5,-55.0,301.76498
854,4,-2.9,-60.56,299.392
855,5,-2.5,-55.0,301.813
856,6,-2.9,-60.56,298.235
857,7,-2.5,-55.0,301.777
858,8,-2.9,-60.56,298.724
859,9,-2.5,-55.0,301.503
860,10,-2.9,-60.56,299.418
861,11,-2.5,-55.0,301.176
862,12,-2.9,-60.56,299.65
863,13,-2.5,-55.0,300.608
864,14,-2.9,-60.56,299.58798
865,15,-2.5,-55.0,301.837
866,16,-2.9,-60.56,299.146
867,17,-2.5,-55.0,301.66998
868,18,-2.9,-60.56,298.781
869,19,-2.5,-55.0,301.397
870,20,-2.9,-60.56,300.59198
871,21,-2.5,-55.0,301.091
872,22,-2.9,-60.56,300.636
873,23,-2.5,-55.0,300.971
874,24,-2.9,-60.56,300.439
875,25,-2.5,-55.0,301.11398
876,26,-2.9,-60.56,300.469
877,27,-2.5,-55.0,301.061
878,28,-2.9,-60.56,299.129
879,29,-2.5,-55.0,301.305
880,30,-2.9,-60.56,298.053
881,31,-2.5,-55.0,300.974
882,32,-2.9,-60.56,298.298
883,33,-2.5,-55.0,300.247
884,34,-2.9,-60.56,298.298
885,35,-2.5,-55.0,300.512
886,36,-2.9,-60.56,298.45898
887,37,-2.5,-55.0,300.383
888,38,-2.9,-60.56,298.54498
889,39,-2.5,-55.0,300.227
890,40,-2.9,-60.56,298.788
891,41,-2.5,-55.0,300.43698
892,42,-2.9,-60.56,298.665
893,43,-2.5,-55.0,300.616
894,44,-2.9,-60.56,299.483
895,45,-2.5,-55.0,301.091
896,46,-2.9,-60.56,299.63098
897,47,-2.5,-55.0,301.27
898,48,-2.9,-60.56,298.229
899,49,-2.5,-55.0,301.00998
900,50,-2.9,-60.56,298.492
901,51,-2.5,-55.0,301.035
902,52,-2.9,-60.56,299.30798
903,53,-2.5,-55.0,301.546
904,54,-2.9,-60.56,299.497
905,55,-2.5,-55.0,301.875
906,56,-2.9,-60.56,299.186
907,57,-2.5,-55.0,301.333
908,58,-2.9,-60.56,299.539
909,59,-2.5,-55.0,301.102
910,60,-2.9,-60.56,298.945
911,61,-2.5,-55.0,301.439
912,0,-2.9,-60.56,298.685
913,1,-2.5,-55.0,301.444
914,2,-2.9,-60.56,298.84198
915,3,-2.5,-55.0,301.456
916,4,-2.9,-60.56,298.859
917,5,-2.5,-55.0,301.069
918,6,-2.9,-60.56,299.195
919,7,-2.5,-55.0,301.393
920,8,-2.9,-60.56,298.919
921,9,-2.5,-55.0,301.59
922,10,-2.9,-60.56,298.985
923,11,-2.5,-55.0,301.294
924,12,-2.9,-60.56,298.361
925,13,-2.5,-55.0,301.091
926,14,-2.9,-60.56,298.948
927,15,-2.5,-55.0,301.081
928,16,-2.9,-60.56,298.63498
929,17,-2.5,-55.0,300.968
930,18,-2.9,-60.56,298.583
931,19,-2.5,-55.0,300.203
932,20,-2.9,-60.56,298.763
933,21,-2.5,-55.0,300.02798
934,22,-2.9,-60.56,298.89398
935,23,-2.5,-55.0,299.348
936,24,-2.9,-60.56,298.71698
937,25,-2.5,-55.0,299.21298
938,26,-2.9,-60.56,298.74
939,27,-2.5,-55.0,299.679
940,28,-2.9,-60.56,298.52798
941,29,-2.5,-55.0,300.103
942,30,-2.9,-60.56,299.182
943,31,-2.5,-55.0,301.07
944,32,-2.9,-60.56,299.456
945,33,-2.5,-55.0,301.637
946,34,-2.9,-60.56,298.544
947,35,-2.5,-55.0,301.395
948,36,-2.9,-60.56,299.436
949,37,-2.5,-55.0,301.13098
950,38,-2.9,-60.56,299.4
951,39,-2.5,-55.0,301.037
952,40,-2.9,-60.56,299.327
953,41,-2.5,-55.0,301.03598
954,42,-2.9,-60.56,299.736
955,43,-2.5,-55.0,300.899
956,44,-2.9,-60.56,299.899
957,45,-2.5,-55.0,300.861
958,46,-2.9,-60.56,300.068
959,47,-2.5,-55.0,300.876
960,48,-2.9,-60.56,299.789
961,49,-2.5,-55.0,299.354
962,50,-2.9,-60.56,299.039
963,51,-2.5,-55.0,299.361
964,52,-2.9,-60.56,298.827
965,53,-2.5,-55.0,300.30798
966,54,-2.9,-60.56,298.78
967,55,-2.5,-55.0,300.344
968,56,-2.9,-60.56,298.776
969,57,-2.5,-55.0,301.54
970,58,-2.9,-60.56,298.845
971,59,-2.5,-55.0,301.80798
972,0,-2.9,-60.56,299.715
973,1,-2.5,-55.0,301.87
974,2,-2.9,-60.56,299.737
975,3,-2.5,-55.0,301.328
976,4,-2.9,-60.56,299.69998
977,5,-2.5,-55.0,300.889
978,6,-2.9,-60.56,299.44998
979,7,-2.5,-55.0,300.383
980,8,-2.9,-60.56,299.33398
981,9,-2.5,-55.0,301.212
982,10,-2.9,-60.56,298.861
983,11,-2.5,-55.0,301.481
984,12,-2.9,-60.56,298.391
985,13,-2.5,-55.0,301.512
986,14,-2.9,-60.56,297.822
987,15,-2.5,-55.0,301.396
988,16,-2.9,-60.56,298.154
989,17,-2.5,-55.0,301.366
990,18,-2.9,-60.56,298.434
991,19,-2.5,-55.0,301.38098
992,20,-2.9,-60.56,298.734
993,21,-2.5,-55.0,301.33
994,22,-2.9,-60.56,298.678
995,23,-2.5,-55.0,301.586
996,24,-2.9,-60.56,298.794
997,25,-2.5,-55.0,301.56198
998,26,-2.9,-60.56,298.76498
999,27,-2.5,-55.0,301.824
1000,28,-2.9,-60.56,300.186
1001,29,-2.5,-55.0,302.16998
1002,30,-2.9,-60.56,298.784
1003,31,-2.5,-55.0,301.591
1004,32,-2.9,-60.56,298.971
1005,33,-2.5,-55.0,301.356
1006,34,-2.9,-60.56,298.928
1007,35,-2.5,-55.0,301.51498
1008,36,-2.9,-60.56,298.785
1009,37,-2.5,-55.0,301.294
1010,38,-2.9,-60.56,298.749
1011,39,-2.5,-55.0,301.12698
1012,40,-2.9,-60.56,298.927
1013,41,-2.5,-55.0,301.16
1014,42,-2.9,-60.56,298.629
1015,43,-2.5,-55.0,301.175
1016,44,-2.9,-60.56,298.857
1017,45,-2.5,-55.0,301.109
1018,46,-2.9,-60.56,298.901
1019,47,-2.5,-55.0,300.998
1020,48,-2.9,-60.56,298.89798
1021,49,-2.5,-55.0,301.03
1022,50,-2.9,-60.56,298.81198
1023,51,-2.5,-55.0,301.094
1024,52,-2.9,-60.56,298.81198
1025,53,-2.5,-55.0,301.083
1026,54,-2.9,-60.56,298.41998
1027,55,-2.5,-55.0,300.637
1028,56,-2.9,-60.56,298.175
1029,57,-2.5,-55.0,300.348
1030,58,-2.9,-60.56,298.593
1031,59,-2.5,-55.0,301.117
1032,60,-2.9,-60.56,298.659
1033,61,-2.5,-55.0,301.25998
1034,0,-2.9,-60.56,298.374
1035,1,-2.5,-55.0,300.091
1036,2,-2.9,-60.56,298.06
1037,3,-2.5,-55.0,300.011
1038,4,-2.9,-60.56,298.06198
1039,5,-2.5,-55.0,300.287
1040,6,-2.9,-60.56,297.779
1041,7,-2.5,-55.0,299.625
1042,8,-2.9,-60.56,298.81598
1043,9,-2.5,-55.0,299.44
1044,10,-2.9,-60.56,298.876
1045,11,-2.5,-55.0,300.113
1046,12,-2.9,-60.56,298.884
1047,13,-2.5,-55.0,299.97598
1048,14,-2.9,-60.56,298.973
1049,15,-2.5,-55.0,300.873
1050,16,-2.9,-60.56,298.849
1051,17,-2.5,-55.0,300.804
1052,18,-2.9,-60.56,298.861
1053,19,-2.5,-55.0,301.048
1054,20,-2.9,-60.56,298.689
1055,21,-2.5,-55.0,300.927
1056,22,-2.9,-60.56,298.684
1057,23,-2.5,-55.0,301.266
1058,24,-2.9,-60.56,298.762
1059,25,-2.5,-55.0,301.132
1060,26,-2.9,-60.56,298.271
1061,27,-2.5,-55.0,300.427
1062,28,-2.9,-60.56,298.47998
1063,29,-2.5,-55.0,300.077
1064,30,-2.9,-60.56,298.289
1065,31,-2.5,-55.0,300.132
1066,32,-2.9,-60.56,298.154
1067,33,-2.5,-55.0,300.151
1068,34,-2.9,-60.56,297.925
1069,35,-2.5,-55.0,300.525
1070,36,-2.9,-60.56,298.367
1071,37,-2.5,-55.0,300.029
1072,38,-2.9,-60.56,298.46698
1073,39,-2.5,-55.0,300.478
1074,40,-2.9,-60.56,298.51898
1075,41,-2.5,-55.0,300.61798
1076,42,-2.9,-60.56,298.651
1077,43,-2.5,-55.0,300.802
1078,44,-2.9,-60.56,299.21698
1079,45,-2.5,-55.0,300.779
1080,46,-2.9,-60.56,299.215
1081,47,-2.5,-55.0,300.90698
1082,48,-2.9,-60.56,299.13998
1083,49,-2.5,-55.0,301.082
1084,50,-2.9,-60.56,299.024
1085,51,-2.5,-55.0,300.99
1086,52,-2.9,-60.56,298.916
1087,53,-2.5,-55.0,300.965
1088,54,-2.9,-60.56,299.025
1089,55,-2.5,-55.0,300.615
1090,56,-2.9,-60.56,298.98898
1091,57,-2.5,-55.0,301.01498
1092,58,-2.9,-60.56,298.41
1093,59,-2.5,-55.0,300.322
1094,0,-2.9,-60.56,298.475
1095,1,-2.5,-55.0,300.245
1096,2,-2.9,-60.56,298.185
1097,3,-2.5,-55.0,300.12698
1098,4,-2.9,-60.56,297.918
1099,5,-2.5,-55.0,300.452
1100,6,-2.9,-60.56,298.04498
1101,7,-2.5,-55.0,299.94
1102,8,-2.9,-60.56,298.103
1103,9,-2.5,-55.0,299.841
1104,10,-2.9,-60.56,298.3
1105,11,-2.5,-55.0,299.73898
1106,12,-2.9,-60.56,298.35498
1107,13,-2.5,-55.0,299.554
1108,14,-2.9,-60.56,298.354
1109,15,-2.5,-55.0,299.449
1110,16,-2.9,-60.56,298.37
1111,17,-2.5,-55.0,299.448
1112,18,-2.9,-60.56,298.699
1113,19,-2.5,-55.0,300.25198
1114,20,-2.9,-60.56,298.08798
1115,21,-2.5,-55.0,300.199
1116,22,-2.9,-60.56,297.841
1117,23,-2.5,-55.0,300.337
1118,24,-2.9,-60.56,297.806
1119,25,-2.5,-55.0,300.052
1120,26,-2.9,-60.56,297.835
1121,27,-2.5,-55.0,299.916
1122,28,-2.9,-60.56,297.81
1123,29,-2.5,-55.0,299.54498
1124,30,-2.9,-60.56,297.957
1125,31,-2.5,-55.0,299.303
1126,32,-2.9,-60.56,297.977
1127,33,-2.5,-55.0,298.603
1128,34,-2.9,-60.56,298.094
1129,35,-2.5,-55.0,298.733
1130,36,-2.9,-60.56,298.022
1131,37,-2.5,-55.0,298.647
1132,38,-2.9,-60.56,298.03198
1133,39,-2.5,-55.0,299.102
1134,40,-2.9,-60.56,298.001
1135,41,-2.5,-55.0,299.04
1136,42,-2.9,-60.56,297.667
1137,43,-2.5,-55.0,299.04498
1138,44,-2.9,-60.56,297.73898
1139,45,-2.5,-55.0,299.096
1140,46,-2.9,-60.56,297.672
1141,47,-2.5,-55.0,298.486
1142,48,-2.9,-60.56,297.662
1143,49,-2.5,-55.0,297.75198
1144,50,-2.9,-60.56,297.666
1145,51,-2.5,-55.0,297.643
1146,52,-2.9,-60.56,297.526
1147,53,-2.5,-55.0,297.805
1148,54,-2.9,-60.56,297.396
1149,55,-2.5,-55.0,297.943
1150,56,-2.9,-60.56,297.12698
1151,57,-2.5,-55.0,297.521
1152,58,-2.9,-60.56,296.944
1153,59,-2.5,-55.0,297.141
1154,60,-2.9,-60.56,297.794
1155,61,-2.5,-55.0,297.716
1156,0,-2.9,-60.56,297.83
1157,1,-2.5,-55.0,297.767
1158,2,-2.9,-60.56,297.509
1159,3,-2.5,-55.0,297.981
1160,4,-2.9,-60.56,297.837
1161,5,-2.5,-55.0,299.79498
1162,6,-2.9,-60.56,297.727
1163,7,-2.5,-55.0,298.3
1164,8,-2.9,-60.56,297.758
1165,9,-2.5,-55.0,297.811
1166,10,-2.9,-60.56,297.643
1167,11,-2.5,-55.0,298.283
1168,12,-2.9,-60.56,297.541
1169,13,-2.5,-55.0,298.235
1170,14,-2.9,-60.56,297.553
1171,15,-2.5,-55.0,299.387
1172,16,-2.9,-60.56,297.542
1173,17,-2.5,-55.0,299.472
1174,18,-2.9,-60.56,297.26898
1175,19,-2.5,-55.0,299.02
1176,20,-2.9,-60.56,296.943
1177,21,-2.5,-55.0,299.31
1178,22,-2.9,-60.56,298.073
1179,23,-2.5,-55.0,298.711
1180,24,-2.9,-60.56,297.975
1181,25,-2.5,-55.0,298.099
1182,26,-2.9,-60.56,297.935
1183,27,-2.5,-55.0,297.664
1184,28,-2.9,-60.56,297.797
1185,29,-2.5,-55.0,297.525
1186,30,-2.9,-60.56,297.94
1187,31,-2.5,-55.0,297.585
1188,32,-2.9,-60.56,297.511
1189,33,-2.5,-55.0,297.77298
1190,34,-2.9,-60.56,297.69
1191,35,-2.5,-55.0,297.88
1192,36,-2.9,-60.56,297.16098
1193,37,-2.5,-55.0,297.802
1194,38,-2.9,-60.56,298.05798
1195,39,-2.5,-55.0,298.288
1196,40,-2.9,-60.56,297.958
1197,41,-2.5,-55.0,298.34198
1198,42,-2.9,-60.56,297.781
1199,43,-2.5,-55.0,298.74298
1200,44,-2.9,-60.56,297.531
1201,45,-2.5,-55.0,298.70898
1202,46,-2.9,-60.56,297.326
1203,47,-2.5,-55.0,299.287
1204,48,-2.9,-60.56,297.18
1205,49,-2.5,-55.0,298.378
1206,50,-2.9,-60.56,297.373
1207,51,-2.5,-55.0,298.104
1208,52,-2.9,-60.56,297.915
1209,53,-2.5,-55.0,297.52
1210,54,-2.9,-60.56,298.089
1211,55,-2.5,-55.0,297.935
1212,56,-2.9,-60.56,298.343
1213,57,-2.5,-55.0,298.275
1214,58,-2.9,-60.56,298.413
1215,59,-2.5,-55.0,299.24298
1216,60,-2.9,-60.56,298.484
1217,61,-2.5,-55.0,299.38998
1218,0,-2.9,-60.56,297.97598
1219,1,-2.5,-55.0,299.215
1220,2,-2.9,-60.56,298.078
1221,3,-2.5,-55.0,298.288
1222,4,-2.9,-60.56,298.311
1223,5,-2.5,-55.0,300.615
1224,6,-2.9,-60.56,298.603
1225,7,-2.5,-55.0,300.844
1226,8,-2.9,-60.56,298.8
1227,9,-2.5,-55.0,300.883
1228,10,-2.9,-60.56,298.81
1229,11,-2.5,-55.0,300.805
1230,12,-2.9,-60.56,298.74
1231,13,-2.5,-55.0,301.54
1232,14,-2.9,-60.56,298.409
1233,15,-2.5,-55.0,301.554
1234,16,-2.9,-60.56,298.663
1235,17,-2.5,-55.0,301.353
1236,18,-2.9,-60.56,298.31198
1237,19,-2.5,-55.0,298.37
1238,20,-2.9,-60.56,298.315
1239,21,-2.5,-55.0,298.044
1240,22,-2.9,-60.56,297.19598
1241,23,-2.5,-55.0,297.74298
1242,24,-2.9,-60.56,298.557
1243,25,-2.5,-55.0,299.274
1244,26,-2.9,-60.56,298.499
1245,27,-2.5,-55.0,299.172
1246,28,-2.9,-60.56,298.034
1247,29,-2.5,-55.0,298.866
1248,30,-2.9,-60.56,298.402
1249,31,-2.5,-55.0,297.707
1250,32,-2.9,-60.56,298.388
1251,33,-2.5,-55.0,298.222
1252,34,-2.9,-60.56,298.61
1253,35,-2.5,-55.0,298.271
1254,36,-2.9,-60.56,299.02
1255,37,-2.5,-55.0,300.405
1256,38,-2.9,-60.56,298.925
1257,39,-2.5,-55.0,299.901
1258,40,-2.9,-60.56,298.612
1259,41,-2.5,-55.0,299.544
1260,42,-2.9,-60.56,298.638
1261,43,-2.5,-55.0,299.694
1262,44,-2.9,-60.56,298.818
1263,45,-2.5,-55.0,299.44
1264,46,-2.9,-60.56,298.69098
1265,47,-2.5,-55.0,298.879
1266,48,-2.9,-60.56,298.639
1267,49,-2.5,-55.0,298.736
1268,50,-2.9,-60.56,298.57498
1269,51,-2.5,-55.0,298.792
1270,52,-2.9,-60.56,298.212
1271,53,-2.5,-55.0,298.583
1272,54,-2.9,-60.56,298.046
1273,55,-2.5,-55.0,299.46
1274,56,-2.9,-60.56,298.253
1275,57,-2.5,-55.0,300.389
1276,58,-2.9,-60.56,298.988
1277,59,-2.5,-55.0,301.29498
1278,0,-2.9,-60.56,299.292
1279,1,-2.5,-55.0,301.063
1280,2,-2.9,-60.56,299.451
1281,3,-2.5,-55.0,301.251
1282,4,-2.9,-60.56,300.026
1283,5,-2.5,-55.0,301.15698
1284,6,-2.9,-60.56,301.171
1285,7,-2.5,-55.0,300.777
1286,8,-2.9,-60.56,300.999
1287,9,-2.5,-55.0,300.682
1288,10,-2.9,-60.56,300.44
1289,11,-2.5,-55.0,300.883
1290,12,-2.9,-60.56,299.758
1291,13,-2.5,-55.0,301.66
1292,14,-2.9,-60.56,299.46698
1293,15,-2.5,-55.0,301.86398
1294,16,-2.9,-60.56,299.509
1295,17,-2.5,-55.0,301.97
1296,18,-2.9,-60.56,299.473
1297,19,-2.5,-55.0,301.79498
1298,20,-2.9,-60.56,299.076
1299,21,-2.5,-55.0,301.302
1300,22,-2.9,-60.56,298.678
1301,23,-2.5,-55.0,300.886
1302,24,-2.9,-60.56,298.284
1303,25,-2.5,-55.0,298.324
1304,26,-2.9,-60.56,298.47
1305,27,-2.5,-55.0,298.79898
1306,28,-2.9,-60.56,299.10498
1307,29,-2.5,-55.0,299.182
1308,30,-2.9,-60.56,299.141
1309,31,-2.5,-55.0,299.529
1310,32,-2.9,-60.56,299.077
1311,33,-2.5,-55.0,299.21698
1312,34,-2.9,-60.56,298.895
1313,35,-2.5,-55.0,299.242
1314,36,-2.9,-60.56,298.539
1315,37,-2.5,-55.0,299.516
1316,38,-2.9,-60.56,298.634
1317,39,-2.5,-55.0,300.19
1318,40,-2.9,-60.56,298.318
1319,41,-2.5,-55.0,300.839
1320,42,-2.9,-60.56,298.439
1321,43,-2.5,-55.0,300.90298
1322,44,-2.9,-60.56,298.576
1323,45,-2.5,-55.0,300.141
1324,46,-2.9,-60.56,298.347
1325,47,-2.5,-55.0,299.763
1326,48,-2.9,-60.56,298.491
1327,49,-2.5,-55.0,299.757
1328,50,-2.9,-60.56,298.719
1329,51,-2.5,-55.0,301.38
1330,52,-2.9,-60.56,298.22
1331,53,-2.5,-55.0,301.00598
1332,54,-2.9,-60.56,298.32498
1333,55,-2.5,-55.0,299.597
1334,56,-2.9,-60.56,298.15698
1335,57,-2.5,-55.0,297.86
1336,58,-2.9,-60.56,299.018
1337,59,-2.5,-55.0,301.349
1338,60,-2.9,-60.56,299.134
1339,61,-2.5,-55.0,302.26898
1340,0,-2.9,-60.56,298.93
1341,1,-2.5,-55.0,302.07
1342,2,-2.9,-60.56,298.831
1343,3,-2.5,-55.0,302.003
1344,4,-2.9,-60.56,298.652
1345,5,-2.5,-55.0,302.343
1346,6,-2.9,-60.56,298.32498
1347,7,-2.5,-55.0,302.16
1348,8,-2.9,-60.56,298.404
1349,9,-2.5,-55.0,302.014
1350,10,-2.9,-60.56,298.633
1351,11,-2.5,-55.0,300.542
1352,12,-2.9,-60.56,298.496
1353,13,-2.5,-55.0,299.393
1354,14,-2.9,-60.56,298.47598
1355,15,-2.5,-55.0,299.287
1356,16,-2.9,-60.56,298.534
1357,17,-2.5,-55.0,299.056
1358,18,-2.9,-60.56,298.85
1359,19,-2.5,-55.0,299.988
1360,20,-2.9,-60.56,300.522
1361,21,-2.5,-55.0,301.225
1362,22,-2.9,-60.56,300.548
1363,23,-2.5,-55.0,301.21698
1364,24,-2.9,-60.56,300.496
1365,25,-2.5,-55.0,301.142
1366,26,-2.9,-60.56,300.193
1367,27,-2.5,-55.0,301.275
1368,28,-2.9,-60.56,299.564
1369,29,-2.5,-55.0,301.483
1370,30,-2.9,-60.56,299.194
1371,31,-2.5,-55.0,301.791
1372,32,-2.9,-60.56,299.253
1373,33,-2.5,-55.0,301.801
1374,34,-2.9,-60.56,298.772
1375,35,-2.5,-55.0,301.817
1376,36,-2.9,-60.56,299.382
1377,37,-2.5,-55.0,301.656
1378,38,-2.9,-60.56,299.379
1379,39,-2.5,-55.0,301.323
1380,40,-2.9,-60.56,299.343
1381,41,-2.5,-55.0,301.706
1382,42,-2.9,-60.56,299.076
1383,43,-2.5,-55.0,301.458
1384,44,-2.9,-60.56,299.067
1385,45,-2.5,-55.0,300.75198
1386,46,-2.9,-60.56,298.725
1387,47,-2.5,-55.0,300.184
1388,48,-2.9,-60.56,298.902
1389,49,-2.5,-55.0,299.636
1390,50,-2.9,-60.56,299.012
1391,51,-2.5,-55.0,299.835
1392,52,-2.9,-60.56,298.539
1393,53,-2.5,-55.0,300.06
1394,54,-2.9,-60.56,298.051
1395,55,-2.5,-55.0,300.57
1396,56,-2.9,-60.56,298.22598
1397,57,-2.5,-55.0,300.81
1398,58,-2.9,-60.56,298.358
1399,59,-2.5,-55.0,300.753
1400,0,-2.9,-60.56,298.891
1401,1,-2.5,-55.0,300.762
1402,2,-2.9,-60.56,299.193
1403,3,-2.5,-55.0,301.625
1404,4,-2.9,-60.56,299.177
1405,5,-2.5,-55.0,302.08798
1406,6,-2.9,-60.56,299.203
1407,7,-2.5,-55.0,302.228
1408,8,-2.9,-60.56,299.16998
1409,9,-2.5,-55.0,302.15
1410,10,-2.9,-60.56,299.145
1411,11,-2.5,-55.0,302.115
1412,12,-2.9,-60.56,299.376
1413,13,-2.5,-55.0,301.991
1414,14,-2.9,-60.56,299.78198
1415,15,-2.5,-55.0,302.58798
1416,16,-2.9,-60.56,301.434
1417,17,-2.5,-55.0,303.137
1418,18,-2.9,-60.56,301.065
1419,19,-2.5,-55.0,303.141
1420,20,-2.9,-60.56,300.988
1421,21,-2.5,-55.0,302.94
1422,22,-2.9,-60.56,302.054
1423,23,-2.5,-55.0,302.759
1424,24,-2.9,-60.56,301.03198
1425,25,-2.5,-55.0,302.871
1426,26,-2.9,-60.56,300.983
1427,27,-2.5,-55.0,302.788
1428,28,-2.9,-60.56,301.04
1429,29,-2.5,-55.0,302.84
1430,30,-2.9,-60.56,300.31
1431,31,-2.5,-55.0,301.074
1432,32,-2.9,-60.56,299.741
1433,33,-2.5,-55.0,301.4
1434,34,-2.9,-60.56,299.13098
1435,35,-2.5,-55.0,301.206
1436,36,-2.9,-60.56,298.935
1437,37,-2.5,-55.0,301.043
1438,38,-2.9,-60.56,298.89398
1439,39,-2.5,-55.0,300.906
1440,40,-2.9,-60.56,299.05798
1441,41,-2.5,-55.0,301.69098
1442,42,-2.9,-60.56,299.147
1443,43,-2.5,-55.0,301.779
1444,44,-2.9,-60.56,298.577
1445,45,-2.5,-55.0,301.609
1446,46,-2.9,-60.56,298.919
1447,47,-2.5,-55.0,300.66098
1448,48,-2.9,-60.56,298.307
1449,49,-2.5,-55.0,300.146
1450,50,-2.9,-60.56,300.58
1451,51,-2.5,-55.0,301.309
1452,52,-2.9,-60.56,300.639
1453,53,-2.5,-55.0,301.18698
1454,54,-2.9,-60.56,299.69
1455,55,-2.5,-55.0,300.805
1456,56,-2.9,-60.56,299.436
1457,57,-2.5,-55.0,300.22998
1458,58,-2.9,-60.56,299.26898
1459,59,-2.5,-55.0,300.341
1460,60,-2.9,-60.56,299.052
1461,61,-2.5,-55.0,300.415
1462,0,-2.9,-60.56,298.436
1463,1,-2.5,-55.0,300.415
1464,2,-2.9,-60.56,298.952
1465,3,-2.5,-55.0,300.244
1466,4,-2.9,-60.56,299.044
1467,5,-2.5,-55.0,300.406
1468,6,-2.9,-60.56,299.02798
1469,7,-2.5,-55.0,300.488
1470,8,-2.9,-60.56,299.001
1471,9,-2.5,-55.0,300.54498
1472,10,-2.9,-60.56,298.968
1473,11,-2.5,-55.0,300.702
1474,12,-2.9,-60.56,298.912
1475,13,-2.5,-55.0,300.405
1476,14,-2.9,-60.56,298.78
1477,15,-2.5,-55.0,301.068
1478,16,-2.9,-60.56,299.25
1479,17,-2.5,-55.0,302.292
1480,18,-2.9,-60.56,299.481
1481,19,-2.5,-55.0,302.40298
1482,20,-2.9,-60.56,299.64398
1483,21,-2.5,-55.0,302.285
1484,22,-2.9,-60.56,300.81598
1485,23,-2.5,-55.0,302.155
1486,24,-2.9,-60.56,300.83798
1487,25,-2.5,-55.0,301.783
1488,26,-2.9,-60.56,299.901
1489,27,-2.5,-55.0,301.427
1490,28,-2.9,-60.56,300.36398
1491,29,-2.5,-55.0,301.57098
1492,30,-2.9,-60.56,300.52
1493,31,-2.5,-55.0,301.772
1494,32,-2.9,-60.56,300.461
1495,33,-2.5,-55.0,301.785
1496,34,-2.9,-60.56,300.3
1497,35,-2.5,-55.0,301.763
1498,36,-2.9,-60.56,299.888
1499,37,-2.5,-55.0,301.75
1500,38,-2.9,-60.56,299.539
1501,39,-2.5,-55.0,301.82498
1502,40,-2.9,-60.56,299.553
1503,41,-2.5,-55.0,301.73898
1504,42,-2.9,-60.56,299.597
