,index,Lat,Lon,Temp
1505,43,-2.5,-55.0,301.594
1506,44,-2.9,-60.56,300.633
1507,45,-2.5,-55.0,300.807
1508,46,-2.9,-60.56,300.458
1509,47,-2.5,-55.0,300.718
1510,48,-2.9,-60.56,300.428
1511,49,-2.5,-55.0,301.033
1512,50,-2.9,-60.56,300.455
1513,51,-2.5,-55.0,300.857
1514,52,-2.9,-60.56,300.274
1515,53,-2.5,-55.0,300.505
1516,54,-2.9,-60.56,299.16998
1517,55,-2.5,-55.0,300.059
1518,56,-2.9,-60.56,299.413
1519,57,-2.5,-55.0,300.02298
1520,58,-2.9,-60.56,299.147
1521,59,-2.5,-55.0,299.904
1522,60,-2.9,-60.56,299.396
1523,61,-2.5,-55.0,300.70398
1524,0,-2.9,-60.56,300.027
1525,1,-2.5,-55.0,300.82498
1526,2,-2.9,-60.56,300.055
1527,3,-2.5,-55.0,301.026
1528,4,-2.9,-60.56,300.09198
1529,5,-2.5,-55.0,300.766
1530,6,-2.9,-60.56,300.009
1531,7,-2.5,-55.0,300.136
1532,8,-2.9,-60.56,298.096
1533,9,-2.5,-55.0,300.728
1534,10,-2.9,-60.56,298.418
1535,11,-2.5,-55.0,299.955
1536,12,-2.9,-60.56,298.607
1537,13,-2.5,-55.0,300.19
1538,14,-2.9,-60.56,298.598
1539,15,-2.5,-55.0,299.995
1540,16,-2.9,-60.56,298.626
1541,17,-2.5,-55.0,299.677
1542,18,-2.9,-60.56,298.892
1543,19,-2.5,-55.0,300.129
1544,20,-2.9,-60.56,298.543
1545,21,-2.5,-55.0,300.15298
1546,22,-2.9,-60.56,299.624
1547,23,-2.5,-55.0,301.225
1548,24,-2.9,-60.56,299.796
1549,25,-2.5,-55.0,301.796
1550,26,-2.9,-60.56,298.82898
1551,27,-2.5,-55.0,301.139
1552,28,-2.9,-60.56,298.785
1553,29,-2.5,-55.0,301.408
1554,30,-2.9,-60.56,298.305
1555,31,-2.5,-55.0,300.64398
1556,32,-2.9,-60.56,298.313
1557,33,-2.5,-55.0,301.059
1558,34,-2.9,-60.56,298.36398
1559,35,-2.5,-55.0,300.61
1560,36,-2.9,-60.56,298.166
1561,37,-2.5,-55.0,301.31
1562,38,-2.9,-60.56,297.95898
1563,39,-2.5,-55.0,300.841
1564,40,-2.9,-60.56,297.76498
1565,41,-2.5,-55.0,301.179
1566,42,-2.9,-60.56,296.908
1567,43,-2.5,-55.0,299.142
1568,44,-2.9,-60.56,296.537
1569,45,-2.5,-55.0,298.751
1570,46,-2.9,-60.56,297.65298
1571,47,-2.5,-55.0,299.027
1572,48,-2.9,-60.56,299.356
1573,49,-2.5,-55.0,301.488
1574,50,-2.9,-60.56,299.347
1575,51,-2.5,-55.0,301.678
1576,52,-2.9,-60.56,298.972
1577,53,-2.5,-55.0,301.714
1578,54,-2.9,-60.56,298.75598
1579,55,-2.5,-55.0,301.80798
1580,0,-2.9,-60.56,299.30798
1581,1,-2.5,-55.0,301.52298
1582,2,-2.9,-60.56,298.626
1583,3,-2.5,-55.0,301.60098
1584,4,-2.9,-60.56,298.244
1585,5,-2.5,-55.0,301.478
1586,6,-2.9,-60.56,298.533
1587,7,-2.5,-55.0,301.507
1588,8,-2.9,-60.56,299.682
1589,9,-2.5,-55.0,301.682
1590,10,-2.9,-60.56,298.793
1591,11,-2.5,-55.0,301.847
1592,12,-2.9,-60.56,298.781
1593,13,-2.5,-55.0,302.0
1594,14,-2.9,-60.56,298.831
1595,15,-2.5,-55.0,301.95898
1596,16,-2.9,-60.56,299.064
1597,17,-2.5,-55.0,301.948
1598,18,-2.9,-60.56,299.451
1599,19,-2.5,-55.0,301.734
1600,20,-2.9,-60.56,300.03
1601,21,-2.5,-55.0,301.783
1602,22,-2.9,-60.56,299.482
1603,23,-2.5,-55.0,301.69098
1604,24,-2.9,-60.56,299.638
1605,25,-2.5,-55.0,301.845
1606,26,-2.9,-60.56,298.848
1607,27,-2.5,-55.0,301.43
1608,28,-2.9,-60.56,299.44098
1609,29,-2.5,-55.0,301.63498
1610,30,-2.9,-60.56,299.688
1611,31,-2.5,-55.0,301.723
1612,32,-2.9,-60.56,299.215
1613,33,-2.5,-55.0,301.827
1614,34,-2.9,-60.56,299.495
1615,35,-2.5,-55.0,300.988
1616,36,-2.9,-60.56,299.672
1617,37,-2.5,-55.0,300.633
1618,38,-2.9,-60.56,299.5
1619,39,-2.5,-55.0,300.541
1620,40,-2.9,-60.56,299.40298
1621,41,-2.5,-55.0,300.474
1622,42,-2.9,-60.56,299.555
1623,43,-2.5,-55.0,300.563
1624,44,-2.9,-60.56,299.495
1625,45,-2.5,-55.0,300.129
1626,46,-2.9,-60.56,299.44098
1627,47,-2.5,-55.0,300.152
1628,48,-2.9,-60.56,299.064
1629,49,-2.5,-55.0,300.206
1630,50,-2.9,-60.56,299.255
1631,51,-2.5,-55.0,300.222
1632,52,-2.9,-60.56,299.82898
1633,53,-2.5,-55.0,300.965
1634,54,-2.9,-60.56,299.901
1635,55,-2.5,-55.0,300.9
1636,56,-2.9,-60.56,299.276
1637,57,-2.5,-55.0,301.035
1638,58,-2.9,-60.56,298.633
1639,59,-2.5,-55.0,300.992
1640,60,-2.9,-60.56,299.352
1641,61,-2.5,-55.0,301.202
1642,0,-2.9,-60.56,299.376
1643,1,-2.5,-55.0,301.568
1644,2,-2.9,-60.56,299.462
1645,3,-2.5,-55.0,301.054
1646,4,-2.9,-60.56,300.306
1647,5,-2.5,-55.0,300.828
1648,6,-2.9,-60.56,300.23898
1649,7,-2.5,-55.0,300.507
1650,8,-2.9,-60.56,300.507
1651,9,-2.5,-55.0,300.36398
1652,10,-2.9,-60.56,300.54
1653,11,-2.5,-55.0,301.111
1654,12,-2.9,-60.56,300.509
1655,13,-2.5,-55.0,301.178
1656,14,-2.9,-60.56,299.71298
1657,15,-2.5,-55.0,301.13498
1658,16,-2.9,-60.56,298.82898
1659,17,-2.5,-55.0,300.72998
1660,18,-2.9,-60.56,298.83398
1661,19,-2.5,-55.0,300.533
1662,20,-2.9,-60.56,298.893
1663,21,-2.5,-55.0,300.435
1664,22,-2.9,-60.56,299.10498
1665,23,-2.5,-55.0,300.694
1666,24,-2.9,-60.56,299.475
1667,25,-2.5,-55.0,299.86
1668,26,-2.9,-60.56,299.468
1669,27,-2.5,-55.0,300.145
1670,28,-2.9,-60.56,299.28598
1671,29,-2.5,-55.0,300.219
1672,30,-2.9,-60.56,299.233
1673,31,-2.5,-55.0,300.44098
1674,32,-2.9,-60.56,298.918
1675,33,-2.5,-55.0,300.376
1676,34,-2.9,-60.56,298.658
1677,35,-2.5,-55.0,300.992
1678,36,-2.9,-60.56,299.429
1679,37,-2.5,-55.0,300.471
1680,38,-2.9,-60.56,299.995
1681,39,-2.5,-55.0,301.085
1682,40,-2.9,-60.56,300.142
1683,41,-2.5,-55.0,300.734
1684,42,-2.9,-60.56,300.292
1685,43,-2.5,-55.0,300.666
1686,44,-2.9,-60.56,299.461
1687,45,-2.5,-55.0,300.443
1688,46,-2.9,-60.56,299.849
1689,47,-2.5,-55.0,300.383
1690,48,-2.9,-60.56,299.25198
1691,49,-2.5,-55.0,300.443
1692,50,-2.9,-60.56,299.359
1693,51,-2.5,-55.0,300.16998
1694,52,-2.9,-60.56,299.932
1695,53,-2.5,-55.0,300.589
1696,54,-2.9,-60.56,299.25598
1697,55,-2.5,-55.0,300.986
1698,56,-2.9,-60.56,298.436
1699,57,-2.5,-55.0,299.632
1700,58,-2.9,-60.56,298.694
1701,59,-2.5,-55.0,300.168
1702,0,-2.9,-60.56,298.659
1703,1,-2.5,-55.0,299.69
1704,2,-2.9,-60.56,299.40298
1705,3,-2.5,-55.0,300.836
1706,4,-2.9,-60.56,299.56598
1707,5,-2.5,-55.0,301.043
1708,6,-2.9,-60.56,299.293
1709,7,-2.5,-55.0,301.035
1710,8,-2.9,-60.56,298.712
1711,9,-2.5,-55.0,301.155
1712,10,-2.9,-60.56,298.435
1713,11,-2.5,-55.0,301.235
1714,12,-2.9,-60.56,298.59
1715,13,-2.5,-55.0,301.186
1716,14,-2.9,-60.56,298.921
1717,15,-2.5,-55.0,301.19098
1718,16,-2.9,-60.56,300.349
1719,17,-2.5,-55.0,300.348
1720,18,-2.9,-60.56,300.322
1721,19,-2.5,-55.0,300.893
1722,20,-2.9,-60.56,299.159
1723,21,-2.5,-55.0,300.891
1724,22,-2.9,-60.56,299.38998
1725,23,-2.5,-55.0,301.037
1726,24,-2.9,-60.56,299.305
1727,25,-2.5,-55.0,301.038
1728,26,-2.9,-60.56,299.099
1729,27,-2.5,-55.0,300.234
1730,28,-2.9,-60.56,299.141
1731,29,-2.5,-55.0,300.428
1732,30,-2.9,-60.56,299.155
1733,31,-2.5,-55.0,300.521
1734,32,-2.9,-60.56,298.71698
1735,33,-2.5,-55.0,300.872
1736,34,-2.9,-60.56,299.151
1737,35,-2.5,-55.0,300.82498
1738,36,-2.9,-60.56,299.473
1739,37,-2.5,-55.0,299.826
1740,38,-2.9,-60.56,299.546
1741,39,-2.5,-55.0,299.288
1742,40,-2.9,-60.56,299.564
1743,41,-2.5,-55.0,299.97998
1744,42,-2.9,-60.56,299.458
1745,43,-2.5,-55.0,299.581
1746,44,-2.9,-60.56,299.36
1747,45,-2.5,-55.0,299.224
1748,46,-2.9,-60.56,299.737
1749,47,-2.5,-55.0,298.95398
1750,48,-2.9,-60.56,300.008
1751,49,-2.5,-55.0,300.399
1752,50,-2.9,-60.56,300.07098
1753,51,-2.5,-55.0,300.636
1754,52,-2.9,-60.56,299.841
1755,53,-2.5,-55.0,300.41098
1756,54,-2.9,-60.56,299.677
1757,55,-2.5,-55.0,300.475
1758,56,-2.9,-60.56,299.82098
1759,57,-2.5,-55.0,300.81198
1760,58,-2.9,-60.56,299.68298
1761,59,-2.5,-55.0,300.628
1762,60,-2.9,-60.56,298.52798
1763,61,-2.5,-55.0,300.921
1764,0,-2.9,-60.56,298.929
1765,1,-2.5,-55.0,300.464
1766,2,-2.9,-60.56,299.336
1767,3,-2.5,-55.0,301.093
1768,4,-2.9,-60.56,299.577
1769,5,-2.5,-55.0,300.876
1770,6,-2.9,-60.56,299.483
1771,7,-2.5,-55.0,300.759
1772,8,-2.9,-60.56,299.40298
1773,9,-2.5,-55.0,300.80798
1774,10,-2.9,-60.56,299.309
1775,11,-2.5,-55.0,300.578
1776,12,-2.9,-60.56,299.24
1777,13,-2.5,-55.0,300.193
1778,14,-2.9,-60.56,299.166
1779,15,-2.5,-55.0,301.013
1780,16,-2.9,-60.56,299.07498
1781,17,-2.5,-55.0,300.393
1782,18,-2.9,-60.56,299.246
1783,19,-2.5,-55.0,300.469
1784,20,-2.9,-60.56,299.733
1785,21,-2.5,-55.0,300.586
1786,22,-2.9,-60.56,298.725
1787,23,-2.5,-55.0,300.82
1788,24,-2.9,-60.56,298.645
1789,25,-2.5,-55.0,301.679
1790,26,-2.9,-60.56,298.68298
1791,27,-2.5,-55.0,302.09198
1792,28,-2.9,-60.56,298.93
1793,29,-2.5,-55.0,302.138
1794,30,-2.9,-60.56,299.628
1795,31,-2.5,-55.0,301.931
1796,32,-2.9,-60.56,299.81198
1797,33,-2.5,-55.0,301.521
1798,34,-2.9,-60.56,300.96
1799,35,-2.5,-55.0,301.47998
1800,36,-2.9,-60.56,300.73898
1801,37,-2.5,-55.0,301.318
1802,38,-2.9,-60.56,300.488
1803,39,-2.5,-55.0,300.966
1804,40,-2.9,-60.56,300.38098
1805,41,-2.5,-55.0,300.63998
1806,42,-2.9,-60.56,300.093
1807,43,-2.5,-55.0,300.081
1808,44,-2.9,-60.56,299.616
1809,45,-2.5,-55.0,299.681
1810,46,-2.9,-60.56,299.599
1811,47,-2.5,-55.0,299.543
1812,48,-2.9,-60.56,298.817
1813,49,-2.5,-55.0,299.025
1814,50,-2.9,-60.56,299.03598
1815,51,-2.5,-55.0,299.216
1816,52,-2.9,-60.56,298.73898
1817,53,-2.5,-55.0,299.409
1818,54,-2.9,-60.56,298.50598
1819,55,-2.5,-55.0,300.13098
1820,56,-2.9,-60.56,298.708
1821,57,-2.5,-55.0,300.25198
1822,58,-2.9,-60.56,299.408
1823,59,-2.5,-55.0,300.457
1824,0,-2.9,-60.56,299.943
1825,1,-2.5,-55.0,300.63
1826,2,-2.9,-60.56,300.09
1827,3,-2.5,-55.0,299.931
1828,4,-2.9,-60.56,298.301
1829,5,-2.5,-55.0,299.759
1830,6,-2.9,-60.56,298.57
1831,7,-2.5,-55.0,299.85
1832,8,-2.9,-60.56,299.02
1833,9,-2.5,-55.0,300.5
1834,10,-2.9,-60.56,298.725
1835,11,-2.5,-55.0,300.551
1836,12,-2.9,-60.56,298.365
1837,13,-2.5,-55.0,300.513
1838,14,-2.9,-60.56,298.296
1839,15,-2.5,-55.0,300.695
1840,16,-2.9,-60.56,298.33
1841,17,-2.5,-55.0,301.005
1842,18,-2.9,-60.56,299.25
1843,19,-2.5,-55.0,301.184
1844,20,-2.9,-60.56,299.126
1845,21,-2.5,-55.0,301.188
1846,22,-2.9,-60.56,297.935
1847,23,-2.5,-55.0,300.00598
1848,24,-2.9,-60.56,297.96698
1849,25,-2.5,-55.0,299.612
1850,26,-2.9,-60.56,297.85098
1851,27,-2.5,-55.0,298.643
1852,28,-2.9,-60.56,298.115
1853,29,-2.5,-55.0,299.749
1854,30,-2.9,-60.56,297.87
1855,31,-2.5,-55.0,299.352
1856,32,-2.9,-60.56,297.679
1857,33,-2.5,-55.0,299.189
1858,34,-2.9,-60.56,297.67398
1859,35,-2.5,-55.0,299.25
1860,36,-2.9,-60.56,297.796
1861,37,-2.5,-55.0,299.233
1862,38,-2.9,-60.56,297.285
1863,39,-2.5,-55.0,298.61798
1864,40,-2.9,-60.56,297.948
1865,41,-2.5,-55.0,298.758
1866,42,-2.9,-60.56,298.555
1867,43,-2.5,-55.0,299.336
1868,44,-2.9,-60.56,298.439
1869,45,-2.5,-55.0,299.477
1870,46,-2.9,-60.56,298.32098
1871,47,-2.5,-55.0,300.09198
1872,48,-2.9,-60.56,298.266
1873,49,-2.5,-55.0,300.089
1874,50,-2.9,-60.56,298.109
1875,51,-2.5,-55.0,299.65298
1876,52,-2.9,-60.56,297.958
1877,53,-2.5,-55.0,299.90698
1878,54,-2.9,-60.56,297.90298
1879,55,-2.5,-55.0,300.011
1880,56,-2.9,-60.56,297.938
1881,57,-2.5,-55.0,300.121
1882,58,-2.9,-60.56,298.29
1883,59,-2.5,-55.0,299.702
1884,60,-2.9,-60.56,298.178
1885,61,-2.5,-55.0,299.729
1886,0,-2.9,-60.56,298.095
1887,1,-2.5,-55.0,299.928
1888,2,-2.9,-60.56,298.46298
1889,3,-2.5,-55.0,299.845
1890,4,-2.9,-60.56,299.142
1891,5,-2.5,-55.0,299.858
1892,6,-2.9,-60.56,297.991
1893,7,-2.5,-55.0,301.05
1894,8,-2.9,-60.56,297.818
1895,9,-2.5,-55.0,301.166
1896,10,-2.9,-60.56,297.498
1897,11,-2.5,-55.0,300.81
1898,12,-2.9,-60.56,297.607
1899,13,-2.5,-55.0,300.222
1900,14,-2.9,-60.56,297.788
1901,15,-2.5,-55.0,299.602
1902,16,-2.9,-60.56,298.076
1903,17,-2.5,-55.0,300.102
1904,18,-2.9,-60.56,298.159
1905,19,-2.5,-55.0,300.774
1906,20,-2.9,-60.56,298.02298
1907,21,-2.5,-55.0,300.814
1908,22,-2.9,-60.56,299.406
1909,23,-2.5,-55.0,301.91098
1910,24,-2.9,-60.56,299.50598
1911,25,-2.5,-55.0,301.425
1912,26,-2.9,-60.56,299.52
1913,27,-2.5,-55.0,301.56198
1914,28,-2.9,-60.56,299.435
1915,29,-2.5,-55.0,301.477
1916,30,-2.9,-60.56,299.39798
1917,31,-2.5,-55.0,301.014
1918,32,-2.9,-60.56,299.19598
1919,33,-2.5,-55.0,300.406
1920,34,-2.9,-60.56,299.158
1921,35,-2.5,-55.0,300.51898
1922,36,-2.9,-60.56,299.16
1923,37,-2.5,-55.0,301.25198
1924,38,-2.9,-60.56,299.486
1925,39,-2.5,-55.0,301.531
1926,40,-2.9,-60.56,299.512
1927,41,-2.5,-55.0,301.232
1928,42,-2.9,-60.56,299.39398
1929,43,-2.5,-55.0,301.13098
1930,44,-2.9,-60.56,299.237
1931,45,-2.5,-55.0,300.499
1932,46,-2.9,-60.56,299.361
1933,47,-2.5,-55.0,300.57
1934,48,-2.9,-60.56,300.56598
1935,49,-2.5,-55.0,301.057
1936,50,-2.9,-60.56,299.516
1937,51,-2.5,-55.0,299.123
1938,52,-2.9,-60.56,299.263
1939,53,-2.5,-55.0,299.07498
1940,54,-2.9,-60.56,299.435
1941,55,-2.5,-55.0,299.082
1942,56,-2.9,-60.56,299.37698
1943,57,-2.5,-55.0,299.104
1944,58,-2.9,-60.56,299.17398
1945,59,-2.5,-55.0,299.43
1946,60,-2.9,-60.56,298.589
1947,61,-2.5,-55.0,299.30798
1948,0,-2.9,-60.56,298.149
1949,1,-2.5,-55.0,298.784
1950,2,-2.9,-60.56,297.624
1951,3,-2.5,-55.0,298.637
1952,4,-2.9,-60.56,297.666
1953,5,-2.5,-55.0,298.22
1954,6,-2.9,-60.56,298.434
1955,7,-2.5,-55.0,298.258
1956,8,-2.9,-60.56,298.543
1957,9,-2.5,-55.0,298.227
1958,10,-2.9,-60.56,298.53198
1959,11,-2.5,-55.0,298.345
1960,12,-2.9,-60.56,298.69
1961,13,-2.5,-55.0,298.556
1962,14,-2.9,-60.56,298.152
1963,15,-2.5,-55.0,297.977
1964,16,-2.9,-60.56,297.755
1965,17,-2.5,-55.0,298.876
1966,18,-2.9,-60.56,297.31198
1967,19,-2.5,-55.0,298.8
1968,20,-2.9,-60.56,296.517
1969,21,-2.5,-55.0,298.438
1970,22,-2.9,-60.56,296.608
1971,23,-2.5,-55.0,298.496
1972,24,-2.9,-60.56,297.40698
1973,25,-2.5,-55.0,299.397
1974,26,-2.9,-60.56,296.942
1975,27,-2.5,-55.0,299.64398
1976,28,-2.9,-60.56,299.221
1977,29,-2.5,-55.0,300.63498
1978,30,-2.9,-60.56,298.78198
1979,31,-2.5,-55.0,299.59198
1980,32,-2.9,-60.56,298.352
1981,33,-2.5,-55.0,299.45898
1982,34,-2.9,-60.56,298.763
1983,35,-2.5,-55.0,299.19998
1984,36,-2.9,-60.56,297.97
1985,37,-2.5,-55.0,299.211
1986,38,-2.9,-60.56,297.475
1987,39,-2.5,-55.0,298.369
1988,40,-2.9,-60.56,297.50198
1989,41,-2.5,-55.0,298.09
1990,42,-2.9,-60.56,297.19
1991,43,-2.5,-55.0,298.155
1992,44,-2.9,-60.56,297.014
1993,45,-2.5,-55.0,298.199
1994,46,-2.9,-60.56,296.845
1995,47,-2.5,-55.0,298.29498
1996,48,-2.9,-60.56,296.611
1997,49,-2.5,-55.0,298.09
1998,50,-2.9,-60.56,297.641
1999,51,-2.5,-55.0,298.583
2000,52,-2.9,-60.56,296.951
2001,53,-2.5,-55.0,298.12698
2002,54,-2.9,-60.56,297.139
2003,55,-2.5,-55.0,298.248
2004,56,-2.9,-60.56,297.352
2005,57,-2.5,-55.0,298.06198
2006,58,-2.9,-60.56,297.169
2007,59,-2.5,-55.0,298.038
2008,0,-2.9,-60.56,297.068
2009,1,-2.5,-55.0,297.904
2010,2,-2.9,-60.56,297.503
2011,3,-2.5,-55.0,297.88098
2012,4,-2.9,-60.56,297.921
2013,5,-2.5,-55.0,297.724
2014,6,-2.9,-60.56,298.257
2015,7,-2.5,-55.0,298.449
2016,8,-2.9,-60.56,297.404
2017,9,-2.5,-55.0,297.882
2018,10,-2.9,-60.56,297.23898
2019,11,-2.5,-55.0,297.865
2020,12,-2.9,-60.56,297.40698
2021,13,-2.5,-55.0,298.22598
2022,14,-2.9,-60.56,297.598
2023,15,-2.5,-55.0,298.244
2024,16,-2.9,-60.56,297.693
2025,17,-2.5,-55.0,298.694
2026,18,-2.9,-60.56,299.199
2027,19,-2.5,-55.0,298.175
2028,20,-2.9,-60.56,299.343
2029,21,-2.5,-55.0,298.75198
2030,22,-2.9,-60.56,299.262
2031,23,-2.5,-55.0,300.177
2032,24,-2.9,-60.56,298.447
2033,25,-2.5,-55.0,299.734
2034,26,-2.9,-60.56,298.25
2035,27,-2.5,-55.0,299.818
2036,28,-2.9,-60.56,298.141
2037,29,-2.5,-55.0,299.79
2038,30,-2.9,-60.56,298.18298
2039,31,-2.5,-55.0,299.867
2040,32,-2.9,-60.56,298.50598
2041,33,-2.5,-55.0,299.702
2042,34,-2.9,-60.56,299.383
2043,35,-2.5,-55.0,299.909
2044,36,-2.9,-60.56,299.31598
2045,37,-2.5,-55.0,300.40298
2046,38,-2.9,-60.56,299.861
2047,39,-2.5,-55.0,300.305
2048,40,-2.9,-60.56,299.091
2049,41,-2.5,-55.0,300.44998
2050,42,-2.9,-60.56,299.318
2051,43,-2.5,-55.0,300.748
2052,44,-2.9,-60.56,298.722
2053,45,-2.5,-55.0,300.669
2054,46,-2.9,-60.56,298.537
2055,47,-2.5,-55.0,300.11
2056,48,-2.9,-60.56,298.529
2057,49,-2.5,-55.0,299.05
2058,50,-2.9,-60.56,298.505
2059,51,-2.5,-55.0,299.186
2060,52,-2.9,-60.56,298.732
2061,53,-2.5,-55.0,299.475
2062,54,-2.9,-60.56,299.828
2063,55,-2.5,-55.0,299.852
2064,56,-2.9,-60.56,299.725
2065,57,-2.5,-55.0,299.869
2066,58,-2.9,-60.56,299.483
2067,59,-2.5,-55.0,299.664
2068,60,-2.9,-60.56,299.109
2069,61,-2.5,-55.0,299.303
2070,0,-2.9,-60.56,299.328
2071,1,-2.5,-55.0,300.094
2072,2,-2.9,-60.56,299.526
2073,3,-2.5,-55.0,301.897
2074,4,-2.9,-60.56,298.727
2075,5,-2.5,-55.0,302.432
2076,6,-2.9,-60.56,298.974
2077,7,-2.5,-55.0,302.47598
2078,8,-2.9,-60.56,298.722
2079,9,-2.5,-55.0,302.369
2080,10,-2.9,-60.56,299.021
2081,11,-2.5,-55.0,301.835
2082,12,-2.9,-60.56,299.294
2083,13,-2.5,-55.0,301.427
2084,14,-2.9,-60.56,300.477
2085,15,-2.5,-55.0,301.526
2086,16,-2.9,-60.56,299.12698
2087,17,-2.5,-55.0,300.099
2088,18,-2.9,-60.56,298.912
2089,19,-2.5,-55.0,299.975
2090,20,-2.9,-60.56,298.93298
2091,21,-2.5,-55.0,300.126
2092,22,-2.9,-60.56,298.844
2093,23,-2.5,-55.0,299.806
2094,24,-2.9,-60.56,298.71
2095,25,-2.5,-55.0,299.658
2096,26,-2.9,-60.56,298.16098
2097,27,-2.5,-55.0,299.33798
2098,28,-2.9,-60.56,298.154
2099,29,-2.5,-55.0,299.248
2100,30,-2.9,-60.56,299.046
2101,31,-2.5,-55.0,299.49
2102,32,-2.9,-60.56,299.624
2103,33,-2.5,-55.0,299.77798
2104,34,-2.9,-60.56,300.271
2105,35,-2.5,-55.0,300.168
2106,36,-2.9,-60.56,300.01498
2107,37,-2.5,-55.0,300.248
2108,38,-2.9,-60.56,299.93698
2109,39,-2.5,-55.0,300.359
2110,40,-2.9,-60.56,298.179
2111,41,-2.5,-55.0,300.154
2112,42,-2.9,-60.56,297.854
2113,43,-2.5,-55.0,300.026
2114,44,-2.9,-60.56,298.147
2115,45,-2.5,-55.0,299.57098
2116,46,-2.9,-60.56,298.244
2117,47,-2.5,-55.0,299.482
2118,48,-2.9,-60.56,298.393
2119,49,-2.5,-55.0,299.527
2120,50,-2.9,-60.56,298.387
2121,51,-2.5,-55.0,299.857
2122,52,-2.9,-60.56,298.665
2123,53,-2.5,-55.0,300.533
2124,54,-2.9,-60.56,299.102
2125,55,-2.5,-55.0,298.74298
2126,56,-2.9,-60.56,298.848
2127,57,-2.5,-55.0,299.958
2128,58,-2.9,-60.56,299.091
2129,59,-2.5,-55.0,299.78
2130,0,-2.9,-60.56,299.00998
2131,1,-2.5,-55.0,299.91098
2132,2,-2.9,-60.56,299.31198
2133,3,-2.5,-55.0,299.936
2134,4,-2.9,-60.56,299.287
2135,5,-2.5,-55.0,299.803
2136,6,-2.9,-60.56,299.448
2137,7,-2.5,-55.0,300.764
2138,8,-2.9,-60.56,300.112
2139,9,-2.5,-55.0,301.064
2140,10,-2.9,-60.56,300.675
2141,11,-2.5,-55.0,301.583
2142,12,-2.9,-60.56,300.45898
2143,13,-2.5,-55.0,301.521
2144,14,-2.9,-60.56,299.561
2145,15,-2.5,-55.0,301.08398
2146,16,-2.9,-60.56,299.599
2147,17,-2.5,-55.0,301.39798
2148,18,-2.9,-60.56,300.253
2149,19,-2.5,-55.0,301.77
2150,20,-2.9,-60.56,299.91998
2151,21,-2.5,-55.0,301.76498
2152,22,-2.9,-60.56,299.482
2153,23,-2.5,-55.0,301.55
2154,24,-2.9,-60.56,299.591
2155,25,-2.5,-55.0,301.487
2156,26,-2.9,-60.56,300.07
2157,27,-2.5,-55.0,302.798
2158,28,-2.9,-60.56,300.27298
2159,29,-2.5,-55.0,302.50598
2160,30,-2.9,-60.56,300.154
2161,31,-2.5,-55.0,301.207
2162,32,-2.9,-60.56,300.177
2163,33,-2.5,-55.0,301.163
2164,34,-2.9,-60.56,300.283
2165,35,-2.5,-55.0,301.18698
2166,36,-2.9,-60.56,300.159
2167,37,-2.5,-55.0,301.246
2168,38,-2.9,-60.56,300.215
2169,39,-2.5,-55.0,301.695
2170,40,-2.9,-60.56,299.865
2171,41,-2.5,-55.0,301.415
2172,42,-2.9,-60.56,299.813
2173,43,-2.5,-55.0,301.221
2174,44,-2.9,-60.56,300.04498
2175,45,-2.5,-55.0,301.422
2176,46,-2.9,-60.56,299.373
2177,47,-2.5,-55.0,301.349
2178,48,-2.9,-60.56,300.07098
2179,49,-2.5,-55.0,302.03598
2180,50,-2.9,-60.56,300.341
2181,51,-2.5,-55.0,302.34
2182,52,-2.9,-60.56,300.44
2183,53,-2.5,-55.0,302.201
2184,54,-2.9,-60.56,300.74
2185,55,-2.5,-55.0,302.229
2186,56,-2.9,-60.56,300.552
2187,57,-2.5,-55.0,301.043
2188,58,-2.9,-60.56,299.50998
2189,59,-2.5,-55.0,300.766
2190,60,-2.9,-60.56,300.125
2191,61,-2.5,-55.0,300.578
2192,0,-2.9,-60.56,299.257
2193,1,-2.5,-55.0,299.873
2194,2,-2.9,-60.56,298.96298
2195,3,-2.5,-55.0,299.731
2196,4,-2.9,-60.56,299.216
2197,5,-2.5,-55.0,299.655
2198,6,-2.9,-60.56,297.732
2199,7,-2.5,-55.0,298.953
2200,8,-2.9,-60.56,298.409
2201,9,-2.5,-55.0,299.087
2202,10,-2.9,-60.56,297.90698
2203,11,-2.5,-55.0,299.513
2204,12,-2.9,-60.56,298.20398
2205,13,-2.5,-55.0,300.091
2206,14,-2.9,-60.56,298.471
2207,15,-2.5,-55.0,300.781
2208,16,-2.9,-60.56,298.06
2209,17,-2.5,-55.0,300.247
2210,18,-2.9,-60.56,298.223
2211,19,-2.5,-55.0,300.21
2212,20,-2.9,-60.56,298.288
2213,21,-2.5,-55.0,300.218
2214,22,-2.9,-60.56,298.307
2215,23,-2.5,-55.0,300.15298
2216,24,-2.9,-60.56,298.097
2217,25,-2.5,-55.0,300.399
2218,26,-2.9,-60.56,298.742
2219,27,-2.5,-55.0,300.613
2220,28,-2.9,-60.56,299.125
2221,29,-2.5,-55.0,300.871
2222,30,-2.9,-60.56,298.75
2223,31,-2.5,-55.0,300.998
2224,32,-2.9,-60.56,298.793
2225,33,-2.5,-55.0,300.83798
2226,34,-2.9,-60.56,298.491
2227,35,-2.5,-55.0,300.283
2228,36,-2.9,-60.56,297.608
2229,37,-2.5,-55.0,300.218
2230,38,-2.9,-60.56,299.069
2231,39,-2.5,-55.0,300.362
2232,40,-2.9,-60.56,299.102
